role,kernel,grid,block,calls_per_step,time_us_per_step,rank_min_us,rank_max_us,mean_call_us,p50_call_us,p90_call_us,p99_call_us,launch_occupancy_pct
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,1x1x1,64x1x1,1.0,1.658,1.52,1.984,1.658,1.536,2.016,2.016,0
DCP LSE correction,_correct_attn_cp_out_kernel,4x64x1,128x1x1,1.0,1.6239999999999999,1.584,1.664,1.6239999999999999,1.632,1.664,1.76,12
Elementwise and metadata,_prepare_decode_inputs_kernel,5x1x1,128x1x1,1.0,1.592,1.52,1.72,1.592,1.568,1.76,1.952,0
Attention/index support,vllm::concat_and_cache_ds_mla_kernel,4x1x1,96x1x1,1.0,1.59,1.496,1.6640000000000001,1.59,1.824,2.016,2.144,0
Attention/index support,vllm::indexer_k_quant_and_cache_kernel,4x1x1,32x4x1,1.0,1.5219375,1.43175,1.584,1.5219375,1.664,1.696,1.728,0
Elementwise and metadata,_prepare_prefill_inputs_kernel,4x1x1,128x1x1,1.0,1.5139375,1.472,1.568,1.5139375,1.504,1.664,1.664,0
Elementwise and metadata,triton_red_fused_5,2x1x1,128x1x1,0.25,1.3679375,0.0,5.47175,5.47175,5.536,5.631,5.631,0
Elementwise and metadata,cublasLt::splitKreduce_kernel,5x1x1,32x16x1,1.0,1.3639375,1.35175,1.376,1.3639375,1.376,1.376,1.408,1
Elementwise and metadata,memcpy32_post,1x1x1,256x1x1,1.0,1.344,1.304,1.44,1.344,1.312,1.504,1.504,0
Elementwise and metadata,triton_poi_fused_5,2x1x1,256x1x1,1.0,1.3419999999999999,1.288,1.392,1.342,1.344,1.408,1.504,0
Elementwise and metadata,at_cuda_detail::cub::detail::scan::DeviceScanKernel,1x1x1,128x1x1,1.0,1.3299375,1.248,1.41575,1.3299375,1.344,1.44,1.472,0
Elementwise and metadata,compute_cuda_kernel,1x1x1,512x1x1,1.0,1.248,1.224,1.296,1.248,1.248,1.312,1.344,0
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,144x1x1,128x1x1,0.75,1.216,0.0,1.672,1.6213333333333333,1.632,1.824,1.824,7
Elementwise and metadata,triton_poi_fused_mul_silu_slice_0,4x1x1,256x1x1,1.0,1.204,1.184,1.224,1.204,1.216,1.248,1.248,0
Elementwise and metadata,_prepare_pos_seq_lens_kernel,5x1x1,128x1x1,1.0,1.2039374999999999,1.1677499999999998,1.256,1.2039374999999999,1.184,1.28,1.376,0
Elementwise and metadata,triton_per_fused_mm_t_3,15x1x1,256x1x1,0.5,1.1679374999999999,0.0,4.671749999999999,2.3358749999999997,2.336,2.368,2.368,1
Elementwise and metadata,memcpy32_post,48x1x1,256x1x1,1.0,1.1400000000000001,1.056,1.216,1.1400000000000001,1.184,1.216,1.216,5
Elementwise and metadata,triton_red_fused_1,3x1x1,256x1x1,0.25,1.124,0.0,4.496,4.496,4.512,4.576,4.576,0
Elementwise and metadata,at::native::vectorized_gather_kernel,4x1x1,32x1x1,1.0,1.09,1.064,1.12,1.09,1.088,1.12,1.12,0
Elementwise and metadata,triton_red_fused_rms_norm_1,12x1x1,512x1x1,0.5,1.0659999999999998,0.0,2.288,2.132,2.208,2.336,2.336,2
Elementwise and metadata,triton_poi_fused_add_mul_1,24x1x1,128x1x1,1.0,1.0438749999999999,1.024,1.07175,1.043875,1.024,1.12,1.184,1
Elementwise and metadata,_update_draft_inputs_kernel,4x1x1,128x1x1,1.0,0.996,0.92,1.088,0.996,0.992,1.12,1.184,0
Elementwise and metadata,_expand_idx_mapping_kernel,4x1x1,128x1x1,1.0,0.98,0.912,1.032,0.98,0.96,1.056,1.056,0
Elementwise and metadata,triton_red_fused_rms_norm_1,12x1x1,1024x1x1,0.5,0.97,0.0,1.96,1.94,1.952,2.016,2.016,5
Elementwise and metadata,triton_red_fused_add_fused_add_rms_norm_rms_norm_2,12x1x1,512x1x1,0.25,0.85,0.0,3.4,3.4,3.424,3.424,3.424,2
Elementwise and metadata,triton_poi_fused_4,24x1x1,128x1x1,0.5,0.796,0.0,1.6159999999999999,1.592,1.6,1.696,1.696,1
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,192x1x1,128x1x1,0.5,0.764,0.0,1.536,1.528,1.536,1.632,1.632,9
Elementwise and metadata,at_cuda_detail::cub::detail::scan::DeviceScanInitKernel,1x1x1,128x1x1,1.0,0.75,0.712,0.768,0.75,0.768,0.768,0.768,0
Elementwise and metadata,triton_poi_fused_5,12x1x1,64x1x1,0.5,0.7139375,0.0,2.85575,1.427875,1.44,1.472,1.472,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,384x1x1,128x1x1,0.5,0.712,0.0,1.44,1.424,1.408,1.472,1.472,18
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,1x1x1,32x1x1,0.25,0.696,0.0,2.784,2.784,2.784,2.848,2.848,0
Elementwise and metadata,triton_per_fused_mm_t_5,15x1x1,256x1x1,0.25,0.616,0.0,2.464,2.464,2.496,2.496,2.496,1
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,576x1x1,512x1x1,0.25,0.606,0.0,2.424,2.424,2.432,2.88,2.88,100
Elementwise and metadata,triton_red_fused_rms_norm_3,12x1x1,512x1x1,0.25,0.604,0.0,2.416,2.416,2.432,2.496,2.496,2
Elementwise and metadata,triton_red_fused_7,24x1x1,512x1x1,0.25,0.552,0.0,2.208,2.208,2.176,2.528,2.528,5
Elementwise and metadata,triton_poi_fused_0,144x1x1,256x1x1,0.25,0.5519375,0.0,2.20775,2.20775,2.175,2.464,2.464,14
Elementwise and metadata,triton_poi_fused_0,72x1x1,256x1x1,0.25,0.546,0.0,2.184,2.184,2.208,2.4,2.4,7
Elementwise and metadata,triton_poi_fused_0,144x1x1,128x1x1,0.25,0.544,0.0,2.176,2.176,2.24,2.272,2.272,7
Elementwise and metadata,triton_poi_fused_0,72x1x1,128x1x1,0.25,0.512,0.0,2.048,2.048,2.112,2.464,2.464,3
Elementwise and metadata,triton_per_fused_mm_t_4,30x1x1,256x1x1,0.25,0.456,0.0,1.824,1.824,1.824,1.888,1.888,3
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,2x1x1,64x1x1,0.25,0.44,0.0,1.76,1.76,1.824,1.856,1.856,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,3x1x1,64x1x1,0.25,0.404,0.0,1.616,1.616,1.696,1.76,1.76,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,6x1x1,64x1x1,0.25,0.402,0.0,1.608,1.608,1.632,1.696,1.696,0
Elementwise and metadata,triton_poi_fused_7,24x1x1,128x1x1,0.25,0.398,0.0,1.592,1.592,1.664,1.664,1.664,1
Elementwise and metadata,triton_poi_fused_7,12x1x1,128x1x1,0.25,0.394,0.0,1.576,1.576,1.632,1.632,1.632,1
Elementwise and metadata,triton_poi_fused_add_mul_1,288x1x1,256x1x1,0.25,0.394,0.0,1.576,1.576,1.568,1.632,1.632,27
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_5,3x1x1,64x1x1,0.25,0.388,0.0,1.552,1.552,1.536,1.632,1.632,0
Elementwise and metadata,triton_poi_fused_4,12x1x1,128x1x1,0.25,0.384,0.0,1.536,1.536,1.536,1.632,1.632,1
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,36x1x1,128x1x1,0.25,0.38,0.0,1.52,1.52,1.536,1.536,1.536,2
Elementwise and metadata,triton_per_fused_mm_t_5,60x1x1,256x1x1,0.25,0.3799375,0.0,1.51975,1.51975,1.536,1.536,1.536,6
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,144x1x1,128x1x1,0.25,0.378,0.0,1.512,1.512,1.504,1.568,1.568,7
Elementwise and metadata,triton_poi_fused_6,6x1x1,128x1x1,0.25,0.374,0.0,1.496,1.496,1.536,1.536,1.536,0
Elementwise and metadata,triton_poi_fused_4,6x1x1,128x1x1,0.25,0.372,0.0,1.488,1.488,1.504,1.568,1.568,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,6x1x1,64x1x1,0.25,0.366,0.0,1.464,1.464,1.504,1.6,1.6,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,384x1x1,64x1x1,0.25,0.362,0.0,1.448,1.448,1.472,1.504,1.504,9
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,3x1x1,32x1x1,0.25,0.362,0.0,1.448,1.448,1.472,1.472,1.472,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,384x1x1,64x1x1,0.25,0.36,0.0,1.44,1.44,1.44,1.504,1.504,9
Elementwise and metadata,triton_poi_fused_7,6x1x1,128x1x1,0.25,0.356,0.0,1.424,1.424,1.44,1.472,1.472,0
Elementwise and metadata,triton_per_fused_mm_t_5,120x1x1,128x1x1,0.25,0.356,0.0,1.424,1.424,1.408,1.472,1.472,6
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,3x1x1,128x1x1,0.25,0.344,0.0,1.376,1.376,1.376,1.376,1.376,0
Elementwise and metadata,triton_per_fused_mm_t_2,30x1x1,128x1x1,0.25,0.326,0.0,1.304,1.304,1.312,1.312,1.312,1
Elementwise and metadata,triton_poi_fused_3,6x1x1,128x1x1,0.25,0.29400000000000004,0.0,1.1760000000000002,1.1760000000000002,1.12,1.344,1.344,0
